id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
495,5.36,2.02,11190,11435,246,Car,2,398.51,38.17,42.97,40.70,4.03,0.10,2.14,0
496,4.65,1.82,11200,11472,273,Car,1,402.91,35.53,40.52,37.05,14.66,0.40,5.46,0
497,7.58,2.50,11222,11590,369,Truck,2,395.49,25.54,28.27,26.88,90.34,3.53,-1.00,0
498,4.45,2.02,11232,11525,294,Car,1,402.48,32.62,35.42,34.35,41.11,1.17,-1.00,0
499,4.95,2.02,11244,11493,250,Car,2,408.70,39.00,43.08,41.06,84.67,1.99,34.19,0
500,16.98,2.50,11259,11689,431,Truck,1,405.72,22.50,24.64,23.60,86.35,3.51,-1.00,0
501,4.85,1.92,11276,11561,286,Car,1,408.60,33.83,37.09,35.86,39.02,1.12,17.30,0
502,9.20,2.02,11290,11670,381,Car,1,409.14,26.02,27.36,26.93,13.56,0.50,4.33,1
503,5.56,2.02,11328,11636,309,Car,2,408.87,32.00,34.88,33.22,128.90,3.99,-1.00,0
504,5.05,1.92,11382,11680,299,Car,2,405.30,31.47,36.42,34.02,59.03,1.65,69.35,0
505,19.10,2.50,11410,11860,451,Truck,2,408.83,21.74,24.10,22.72,179.16,8.23,-1.00,0
506,4.55,1.92,11433,11739,307,Car,2,406.54,30.97,36.59,33.24,62.29,2.01,-1.00,0
507,4.75,1.82,11463,11771,309,Car,1,408.52,28.84,37.60,33.17,93.20,3.01,11.00,1
508,3.94,1.82,11496,11829,334,Car,2,409.09,28.84,32.96,30.73,75.75,2.62,-1.00,0
509,3.03,1.92,11533,11855,323,Car,2,410.17,31.29,33.22,31.85,25.79,0.82,14.05,0
510,5.26,2.12,11550,11775,226,Car,1,399.44,41.41,45.84,44.41,185.08,4.15,10.30,0
511,17.18,2.50,11571,12005,435,Truck,2,405.77,21.95,24.50,23.38,123.74,5.29,-1.00,0
512,5.26,2.32,11574,11911,338,Car,2,407.77,27.42,33.00,30.27,47.29,1.72,-1.00,0
513,10.11,2.50,11591,12016,426,Truck,1,393.66,22.21,24.17,23.16,171.28,7.09,-1.00,0
514,12.43,2.50,11669,12107,439,Truck,1,405.93,21.93,24.28,23.18,56.02,2.49,98.05,0
515,3.74,1.82,11705,12115,411,Car,2,409.35,24.30,25.77,24.97,107.25,4.23,81.69,0
516,4.95,2.02,11728,12010,283,Car,2,408.03,35.06,37.54,36.19,140.91,3.85,34.37,0
517,6.27,2.43,11731,12040,310,Car,1,409.13,31.03,34.57,33.12,318.87,9.23,-1.00,0
518,4.24,1.92,11744,12090,347,Car,1,408.23,29.35,29.77,29.51,35.05,1.19,5.56,1
519,4.75,2.02,11759,12160,402,Car,2,408.20,24.78,25.96,25.45,39.49,1.55,39.22,0
520,4.35,1.92,11892,12155,264,Car,1,407.27,34.45,42.10,38.73,87.95,2.41,6.04,1
521,4.24,1.82,11967,12295,329,Car,1,408.71,29.93,33.47,31.16,121.73,3.63,24.99,0
522,4.75,2.02,11975,12301,327,Car,2,408.29,30.04,32.94,31.32,166.62,5.38,26.96,0
523,4.85,2.12,11976,12234,259,Car,1,407.39,37.52,41.12,39.50,116.46,3.01,21.13,0
524,4.14,1.82,12017,12343,327,Car,1,409.15,29.44,33.80,31.38,52.71,1.72,29.12,1
525,19.61,2.50,12049,12469,421,Truck,1,403.77,21.94,25.33,24.05,29.29,1.16,-1.00,0
526,5.05,1.92,12113,12417,305,Car,1,408.98,32.33,35.05,33.65,39.98,1.14,3.90,1
527,4.75,2.02,12204,12493,290,Car,1,410.20,33.68,37.01,35.50,97.63,2.83,35.12,0
528,5.46,1.92,12207,12525,319,Car,1,400.93,29.76,33.00,31.53,67.26,2.22,8.07,0
529,11.32,2.50,12309,12763,455,Truck,1,405.30,21.41,23.32,22.32,23.68,1.10,-1.00,0
530,16.37,2.50,12392,12802,411,Truck,1,406.29,22.53,26.59,24.78,18.26,0.79,11.02,0
531,4.65,1.92,12395,12712,318,Car,1,402.85,30.54,32.89,31.78,271.35,8.30,-1.00,1
532,4.95,1.92,12415,12738,324,Car,1,408.78,31.07,32.21,31.66,20.56,0.65,40.46,0
533,5.05,2.02,12434,12683,250,Car,2,406.60,38.99,43.02,40.85,-1.00,-1.00,-1.00,0
534,13.95,2.50,12440,12895,456,Truck,1,404.81,21.31,23.38,22.25,36.78,1.57,-1.00,0
535,4.65,2.02,12473,12771,299,Car,1,409.85,32.92,36.08,34.41,39.70,1.18,15.24,0
536,17.03,2.50,12474,12898,425,Truck,1,385.13,22.18,23.20,22.72,5.90,0.26,5.24,1
537,4.85,1.92,12496,12756,261,Car,2,410.45,37.88,41.32,39.50,95.20,2.51,-1.00,0
538,4.65,1.92,12497,12790,294,Car,1,408.26,33.44,35.65,34.85,21.27,0.62,12.68,0
539,10.51,2.50,12522,12965,444,Truck,1,406.51,22.09,23.94,22.95,28.99,1.29,32.25,0
540,4.55,2.02,12542,12876,335,Car,1,408.60,29.84,31.38,30.60,58.33,1.93,-1.00,0
541,10.51,2.83,12573,12995,423,Car,2,409.42,22.96,25.59,24.26,40.89,1.66,-1.00,0
542,5.96,2.02,12615,12906,292,Car,2,399.50,33.60,35.27,34.34,-1.00,-1.00,-1.00,1
543,4.65,1.92,12669,12959,291,Car,2,401.05,33.30,35.33,34.60,69.13,2.01,387.82,0
544,4.75,2.02,12701,12994,294,Car,2,409.86,32.56,38.60,35.00,37.62,1.06,19.65,0
545,4.75,2.02,12738,13031,294,Car,2,406.43,32.89,36.93,34.70,41.12,1.20,200.13,0
546,7.78,2.83,12742,13161,420,Car,2,408.23,23.13,25.82,24.37,150.57,6.47,-1.00,0
547,8.19,2.43,12765,13185,421,Car,2,407.76,23.07,25.46,24.28,12.83,0.55,139.17,0
548,7.78,2.50,12803,13241,439,Truck,1,406.51,22.20,24.29,23.21,244.15,10.33,125.29,0
549,5.15,2.02,12805,13101,297,Car,2,409.33,33.43,35.21,34.59,86.67,2.52,2165.92,0
550,5.05,2.12,12835,13119,285,Car,2,400.81,34.06,35.82,35.30,27.55,0.78,23.71,0
551,17.08,2.50,12857,13265,409,Truck,1,404.03,23.80,25.78,24.77,325.41,12.64,100.47,0
552,6.47,2.53,12859,13304,446,Car,2,409.05,22.03,24.16,22.99,81.26,3.68,-1.00,0
553,3.84,1.92,12863,13162,300,Car,2,410.37,31.07,37.30,34.34,34.92,1.12,26.92,0
554,5.26,2.12,12873,13289,417,Car,1,409.69,23.64,25.42,24.63,15.24,0.60,60.55,0
555,21.12,2.50,12877,13261,385,Truck,1,369.83,22.86,25.42,24.05,20.59,0.89,22.29,0
556,5.15,2.12,12894,13198,305,Car,2,407.02,30.10,37.34,33.49,32.11,1.06,-1.00,0
557,5.56,2.12,12897,13314,418,Car,1,409.11,23.23,25.36,24.54,17.14,0.70,25.39,0
558,12.13,2.50,12902,13350,449,Truck,2,407.28,21.77,23.67,22.74,24.34,1.11,-1.00,0
559,4.75,1.92,12918,13333,416,Car,1,408.59,23.05,26.08,24.61,13.57,0.56,12.24,0
560,4.65,1.82,12921,13238,318,Car,2,400.92,28.69,36.22,31.64,28.06,0.97,-1.00,0
561,4.85,1.92,12934,13386,453,Car,2,409.46,21.95,23.92,22.66,24.06,1.06,55.86,0
562,4.35,1.82,12943,13267,325,Car,2,401.54,26.86,34.44,31.00,21.76,0.81,-1.00,0
563,5.15,1.92,12951,13356,406,Car,1,409.60,23.06,29.92,25.28,13.82,0.56,5.68,0
564,5.26,2.22,12954,13391,438,Car,2,398.98,21.28,23.82,22.83,5.46,0.24,7.98,0
565,5.15,2.02,12978,13289,312,Car,2,400.86,30.63,36.37,32.24,22.59,0.73,6.35,0
566,4.35,1.92,13009,13323,315,Car,2,408.96,31.84,35.53,32.58,29.93,0.93,23.21,0
567,4.85,1.92,13031,13347,317,Car,2,408.34,29.73,35.08,32.33,25.63,0.82,8.25,1
568,3.84,1.82,13063,13371,309,Car,2,406.10,32.25,34.38,32.98,23.39,0.71,7.24,0
569,18.90,2.50,13065,13508,444,Truck,1,404.66,21.88,23.83,22.84,178.84,7.54,623.36,0
570,19.40,2.50,13073,13475,403,Truck,1,405.40,24.11,26.40,25.22,98.29,3.99,41.56,0
571,4.95,2.12,13097,13499,403,Car,1,407.96,23.41,27.43,25.41,15.06,0.61,19.81,0
572,4.65,1.92,13162,13477,316,Car,2,408.51,32.01,32.92,32.44,99.37,3.08,11.80,0
573,4.04,1.82,13170,13434,265,Car,2,402.35,35.17,39.22,38.13,95.15,2.53,18.52,0
574,6.06,2.12,13171,13524,354,Car,1,397.68,24.20,32.41,28.17,9.40,0.38,6.57,1
575,3.94,1.82,13179,13516,338,Car,1,408.41,25.43,34.57,30.31,14.03,0.54,5.51,0
576,3.74,1.82,13228,13557,330,Car,2,408.90,30.11,31.79,31.08,82.41,2.73,-1.00,0
577,4.85,2.02,13229,13566,338,Car,1,409.37,25.29,33.44,30.38,30.00,1.13,10.60,0
578,11.42,2.50,13318,13720,403,Truck,1,403.55,24.11,26.18,25.10,29.66,1.19,60.86,0
579,5.76,2.12,13320,13625,306,Car,2,404.56,31.59,34.90,33.18,89.00,2.61,31.62,0
580,4.75,1.92,13337,13651,315,Car,1,408.39,31.24,34.10,32.53,106.25,3.28,15.61,1
581,4.95,2.02,13344,13691,348,Car,2,408.48,27.93,31.23,29.45,28.88,1.03,-1.00,0
582,17.08,2.50,13367,13769,403,Truck,1,405.40,24.13,26.36,25.22,29.76,1.22,62.78,0
583,4.75,1.92,13368,13673,306,Car,1,408.14,31.44,37.91,33.46,24.08,0.73,8.71,0
584,4.85,1.92,13397,13704,308,Car,1,408.42,32.18,34.42,33.27,34.00,1.05,25.78,0
585,4.55,1.92,13425,13764,340,Car,2,409.00,29.16,31.53,30.17,85.50,2.78,136.93,0
586,4.65,1.92,13468,13749,282,Car,1,408.68,34.10,38.94,36.38,56.91,1.64,17.60,0
587,5.36,2.02,13474,13775,302,Car,2,398.58,31.80,34.53,33.11,-1.00,-1.00,-1.00,0
588,4.65,1.92,13502,13778,277,Car,1,408.57,34.18,40.14,37.02,35.97,1.04,26.64,0
589,4.55,2.02,13505,13851,347,Car,1,407.93,28.09,31.09,29.49,87.20,3.05,19.50,0
590,4.45,1.92,13524,13875,352,Car,2,407.44,26.43,30.41,29.03,111.33,4.21,-1.00,0
591,4.14,1.92,13530,13837,308,Car,2,408.01,32.01,35.55,33.24,69.57,2.17,-1.00,0
592,5.05,2.02,13556,13861,306,Car,2,408.08,32.16,34.48,33.48,26.30,0.76,68.14,0
593,4.95,1.92,13582,13887,306,Car,2,405.00,31.99,33.76,33.23,25.08,0.78,-1.00,0
594,4.55,1.82,13630,13969,340,Car,1,407.99,27.34,32.67,30.10,128.40,4.32,46.88,0
595,8.08,2.50,13687,14121,435,Truck,2,405.06,22.53,23.94,23.34,172.19,7.64,-1.00,0
596,4.14,1.92,13714,14049,336,Car,1,408.92,28.49,32.18,30.53,88.25,2.99,40.17,0
597,4.85,1.92,13715,13981,267,Car,1,408.73,36.44,40.29,38.43,302.24,7.57,52.51,0
598,4.55,1.92,13719,13982,264,Car,2,408.80,37.15,40.85,38.89,147.73,3.75,26.33,0
599,9.80,2.50,13723,14151,429,Truck,2,406.15,22.23,24.71,23.73,19.91,0.80,20.60,0
600,7.07,2.43,13759,14187,429,Car,2,406.94,22.77,25.45,23.78,23.57,1.01,25.99,0
601,7.68,2.50,13773,14124,352,Truck,2,405.73,27.78,30.30,28.91,70.72,2.54,-1.00,0
602,4.75,1.92,13799,14152,354,Car,2,408.41,27.50,30.77,28.93,25.86,0.92,93.62,0
603,19.30,2.50,13817,14238,422,Truck,1,406.04,22.97,25.18,24.12,109.68,4.36,-1.00,0
604,4.55,1.92,13838,14179,342,Car,1,408.14,28.73,31.14,29.94,190.66,6.14,-1.00,0
605,13.34,2.50,13901,14336,436,Truck,2,407.35,22.16,24.47,23.42,8.83,0.38,-1.00,0
606,7.58,2.50,13907,14273,367,Truck,2,406.19,26.80,28.35,27.76,89.43,3.16,29.21,1
607,4.95,2.22,13929,14249,321,Car,2,401.03,27.56,36.17,31.35,16.99,0.57,9.52,0
608,17.18,2.50,13947,14385,439,Truck,2,406.30,21.70,24.20,23.20,23.78,1.09,-1.00,0
609,4.45,1.92,13952,14285,334,Car,2,402.43,26.72,35.62,30.26,20.64,0.76,-1.00,0
610,17.28,2.50,13963,14360,398,Truck,1,405.23,24.37,26.71,25.53,104.07,4.16,50.73,0
611,4.95,2.02,13991,14330,340,Car,2,400.35,26.43,33.74,29.54,35.87,1.35,-1.00,0
612,4.75,1.82,14007,14223,217,Car,1,408.90,44.54,48.84,47.38,75.75,1.64,4.33,0
613,4.95,2.02,14030,14393,364,Car,2,409.72,26.80,29.97,28.23,36.23,1.31,133.61,0
614,17.08,2.50,14041,14439,399,Truck,2,384.14,23.03,25.43,24.14,58.22,2.33,71.39,0
615,5.15,2.02,14062,14425,364,Car,2,408.15,26.43,30.80,28.12,27.89,1.05,49.93,0
616,4.95,1.92,14079,14365,287,Car,1,408.55,34.22,37.21,35.73,28.62,0.82,2.81,1
617,4.85,2.02,14082,14447,366,Car,2,408.13,27.02,29.84,27.97,15.47,0.56,22.99,0
618,4.55,1.92,14108,14478,371,Car,2,407.48,26.97,28.99,27.55,22.07,0.80,53.78,0
619,4.75,1.82,14115,14426,312,Car,1,408.10,28.72,36.29,32.81,50.84,1.43,11.80,1
620,4.35,1.92,14125,14495,371,Car,2,406.27,26.30,27.98,27.45,11.73,0.44,51.07,0
621,4.45,1.82,14132,14408,277,Car,1,408.65,36.12,37.51,37.04,20.20,0.55,19.17,0
622,5.15,1.92,14149,14516,368,Car,2,409.45,27.67,28.19,27.90,17.63,0.63,16.73,1
623,17.08,2.50,14150,14569,420,Truck,2,407.04,23.14,25.15,24.29,22.64,0.92,-1.00,0
624,16.88,2.50,14154,14549,396,Truck,1,392.23,23.84,25.83,24.81,30.04,1.17,-1.00,0
625,4.75,2.02,14156,14432,277,Car,1,407.69,36.04,37.40,36.95,29.17,0.78,142.69,0
626,4.85,1.92,14175,14454,280,Car,1,408.43,35.40,37.13,36.62,22.98,0.65,-1.00,0
627,4.85,2.02,14187,14536,350,Car,2,407.69,28.76,29.54,29.22,24.89,0.85,18.29,0
628,4.55,1.82,14197,14491,295,Car,1,408.15,34.44,35.11,34.72,25.82,0.74,-1.00,0
629,4.65,2.02,14216,14559,344,Car,2,409.82,29.73,30.05,29.88,21.51,0.72,23.37,0
630,4.04,1.82,14238,14523,286,Car,1,409.50,33.31,37.88,35.94,37.45,1.07,17.80,0
631,4.65,1.92,14293,14576,284,Car,1,409.00,33.66,38.25,36.18,68.03,1.94,39.47,0
632,4.65,1.82,14334,14612,279,Car,1,408.19,35.45,38.16,36.72,46.64,1.30,22.44,0
633,4.45,1.72,14356,14632,277,Car,1,402.76,34.58,38.39,36.50,115.99,3.27,10.00,0
634,6.77,2.32,14424,14719,296,Car,1,408.27,33.13,36.13,34.62,96.31,2.66,-1.00,0
635,4.04,1.92,14448,14711,264,Car,1,408.35,38.18,39.82,38.85,147.77,3.82,46.18,0
636,17.18,2.50,14478,14901,424,Truck,1,405.72,22.38,25.58,23.99,58.32,2.28,-1.00,0
637,5.05,2.02,14487,14766,280,Car,2,404.83,33.99,37.67,36.29,301.74,8.55,57.74,0
638,4.85,1.92,14501,14779,279,Car,2,407.63,34.76,37.52,36.68,12.72,0.34,15.96,0
639,4.24,1.92,14527,14797,271,Car,2,407.04,36.60,38.39,37.72,21.69,0.58,17.24,0
640,16.88,2.50,14536,14941,406,Truck,2,406.98,23.91,26.43,25.13,19.38,0.77,-1.00,0
641,5.26,2.02,14553,14822,270,Car,2,406.65,35.01,39.40,37.82,33.40,0.90,17.78,0
642,4.55,1.82,14566,14834,269,Car,2,409.44,34.44,40.33,38.21,15.20,0.44,96.66,1
643,4.85,1.92,14597,14861,265,Car,1,405.77,36.78,40.16,38.45,221.44,5.63,155.60,0
644,4.85,1.92,14609,14880,272,Car,2,407.32,35.52,39.87,37.61,53.93,1.52,-1.00,0
645,4.35,1.92,14613,14878,266,Car,1,408.75,37.86,39.66,38.58,21.75,0.56,12.45,0
646,16.88,2.50,14614,15026,413,Truck,1,407.27,23.60,25.73,24.72,101.08,4.17,55.31,0
647,4.65,1.92,14633,14937,305,Car,1,407.74,32.87,34.23,33.55,26.18,0.76,-1.00,0
648,4.85,1.92,14690,14971,282,Car,2,400.93,32.50,39.57,35.70,111.63,3.43,-1.00,0
649,4.65,1.92,14715,15015,301,Car,2,408.01,31.84,38.28,34.02,27.80,0.87,-1.00,0
650,11.82,2.50,14738,15146,409,Truck,2,406.69,23.60,26.12,24.93,186.42,7.87,-1.00,0
651,4.45,1.92,14742,15047,306,Car,2,407.63,31.93,35.66,33.44,29.89,0.92,582.07,0
652,4.65,2.02,14762,15068,307,Car,2,408.59,32.62,33.88,33.40,17.20,0.51,26.45,0
653,5.05,2.02,14811,15073,263,Car,1,406.57,36.31,40.31,38.82,200.73,5.11,30.91,0
654,4.55,1.92,14817,15126,310,Car,2,409.03,31.21,35.39,33.11,67.85,2.17,73.30,0
655,9.20,2.50,14826,15254,429,Truck,2,405.03,22.65,24.93,23.67,74.07,3.27,-1.00,0
656,6.67,2.53,14843,15142,300,Truck,2,406.54,32.46,34.85,34.01,14.54,0.42,10.84,0
657,4.65,2.02,14848,15158,311,Car,1,407.66,31.56,33.90,32.89,166.31,5.08,18.19,0
658,4.65,1.92,14896,15193,298,Car,2,405.10,32.91,35.36,34.13,63.42,1.92,114.95,0
659,5.05,2.02,14943,15226,284,Car,2,406.13,33.53,38.12,35.90,44.67,1.19,20.22,0
660,4.45,1.92,15027,15426,400,Car,2,409.32,25.37,25.97,25.66,170.84,6.68,98.59,0
661,4.65,1.82,15132,15464,333,Car,2,405.15,29.93,30.91,30.52,42.15,1.40,10.14,0
662,5.15,2.22,15142,15465,324,Car,1,408.28,30.42,32.79,31.61,381.72,11.64,311.76,0
663,4.24,1.92,15182,15496,315,Car,2,408.06,31.22,33.81,32.50,38.47,1.14,10.09,0
664,4.24,1.92,15225,15528,304,Car,2,406.98,32.26,35.17,33.60,40.09,1.15,37.15,0
665,4.55,1.92,15226,15502,277,Car,2,408.31,35.14,39.49,37.01,403.20,11.47,-1.00,0
666,3.44,1.72,15256,15572,317,Car,2,405.94,30.86,33.80,32.13,35.92,1.16,-1.00,0
667,4.95,2.02,15377,15691,315,Car,2,408.80,31.02,34.36,32.56,147.68,4.67,-1.00,0
668,4.95,1.92,15399,15644,246,Car,2,411.14,41.58,42.45,41.99,229.80,5.43,59.92,0
669,4.85,1.92,15456,15711,256,Car,2,408.77,38.17,41.85,40.10,90.11,2.36,-1.00,0
670,5.15,2.22,15474,15790,317,Car,1,408.59,32.18,32.62,32.34,-1.00,-1.00,-1.00,0
671,5.05,2.12,15521,15821,301,Car,2,407.92,32.45,35.56,34.01,177.21,5.22,754.89,0
672,5.15,2.02,15550,15756,207,Car,1,402.01,47.03,50.82,48.81,-1.00,-1.00,-1.00,0
673,4.65,1.92,15574,15818,245,Car,1,409.00,39.73,44.26,41.92,64.87,1.57,7.08,1
674,3.84,1.82,15752,16061,310,Car,2,409.52,31.65,35.14,33.15,310.21,9.73,-1.00,1
675,4.24,1.82,15775,16067,293,Car,2,410.59,33.70,35.89,35.17,-1.00,-1.00,-1.00,0
676,10.00,2.50,15789,16215,427,Truck,2,406.86,22.94,24.85,23.89,35.22,1.53,-1.00,0
677,4.55,1.92,15803,16085,283,Car,2,410.26,34.32,37.62,36.39,19.98,0.55,11.04,0
678,4.75,1.92,15817,16053,237,Car,1,408.75,41.52,44.52,43.33,403.24,9.71,222.21,0
679,3.94,1.72,15842,16181,340,Car,1,408.51,28.83,31.73,30.14,-1.00,-1.00,-1.00,0
680,4.65,1.92,15846,16113,268,Car,1,409.84,36.64,39.62,38.39,44.23,1.20,-1.00,0
681,6.67,2.32,15853,16258,406,Car,2,408.76,24.03,26.53,25.24,37.62,1.43,28.29,0
682,6.37,2.32,15865,16222,358,Truck,2,407.81,26.53,30.80,28.57,80.66,3.04,-1.00,0
683,4.55,1.92,15912,16241,330,Car,1,409.34,30.00,31.95,31.11,68.17,2.24,37.86,1
684,7.48,2.73,15915,16271,357,Car,2,407.60,27.35,29.97,28.64,45.87,1.63,167.85,0
685,5.15,2.02,15929,16262,334,Car,1,408.88,29.15,32.41,30.71,16.11,0.50,28.76,1
686,19.30,2.50,15938,16371,434,Truck,1,407.00,22.60,24.71,23.51,15.30,0.63,-1.00,0
687,4.65,1.92,15948,16303,356,Car,2,406.02,26.77,29.66,28.59,29.85,1.09,1070.35,0
688,11.02,2.50,15950,16364,415,Truck,2,407.08,23.50,25.22,24.59,18.52,0.73,-1.00,0
689,4.14,1.82,15984,16327,344,Car,2,402.85,28.04,30.22,29.38,30.76,1.02,47.89,1
690,5.41,2.12,16015,16424,410,Car,2,405.83,24.02,25.46,24.82,53.86,2.12,126.68,0
691,4.65,2.02,16019,16352,334,Car,2,410.29,29.39,32.78,30.82,21.44,0.66,10.96,0
692,5.05,2.02,16039,16339,301,Car,1,408.88,33.58,34.52,34.09,60.32,1.75,5.65,1
693,4.65,2.02,16043,16381,339,Car,2,408.01,29.04,31.60,30.19,22.09,0.76,-1.00,0
694,4.85,2.02,16099,16427,329,Car,2,410.61,30.60,32.50,31.33,52.09,1.63,20.33,0
695,5.96,2.63,16104,16507,404,Car,2,408.49,24.65,25.80,25.35,77.98,3.07,95.80,0
696,4.65,2.02,16112,16405,294,Car,1,408.10,34.51,35.28,34.84,70.91,2.05,5.93,1
697,4.95,1.92,16115,16447,333,Car,2,408.18,29.98,31.91,30.75,13.98,0.45,45.90,0
698,4.45,1.92,16129,16535,407,Car,2,409.47,24.71,25.75,25.23,19.43,0.76,50.49,0
699,4.75,2.02,16148,16471,324,Car,2,409.62,29.50,34.03,31.72,20.40,0.67,10.33,0
700,4.40,1.92,16168,16485,318,Car,1,409.59,31.29,33.90,32.32,75.12,2.22,15.02,1
701,4.85,2.02,16207,16485,279,Car,1,408.85,35.57,37.39,36.78,110.80,3.00,44.60,0
702,16.88,2.50,16212,16642,431,Truck,1,406.97,22.57,24.87,23.67,40.98,1.64,-1.00,0
703,4.55,2.02,16239,16526,288,Car,2,406.05,35.10,35.76,35.39,74.79,2.09,12.33,0
704,4.75,1.92,16265,16568,304,Car,1,409.28,33.29,34.41,33.79,80.21,2.33,-1.00,0
705,7.48,2.50,16284,16719,436,Truck,1,407.07,22.40,24.40,23.40,62.80,2.63,324.49,0
706,3.64,1.82,16325,16582,258,Car,2,408.84,38.16,42.15,39.81,89.87,2.17,16.11,0
707,4.55,2.02,16344,16611,268,Car,2,405.33,37.21,39.44,37.98,20.29,0.54,-1.00,0
708,4.65,1.92,16388,16691,304,Car,1,409.45,33.36,34.34,33.80,160.81,4.75,218.43,0
709,17.08,2.50,16400,16836,437,Truck,1,405.82,22.62,23.67,23.28,89.95,3.88,118.62,0
710,17.18,2.50,16405,16821,417,Truck,2,407.74,23.47,25.58,24.52,12.85,0.53,-1.00,0
711,5.26,2.12,16420,16722,303,Car,1,410.25,33.56,34.30,33.98,35.29,1.04,39.29,0
712,4.35,1.92,16421,16724,304,Car,2,409.97,33.68,33.93,33.85,114.74,3.40,-1.00,1
713,3.84,1.82,16444,16711,268,Car,2,408.15,34.52,43.22,38.24,21.72,0.60,10.45,0
714,7.28,2.32,16452,16764,313,Car,1,409.57,32.55,33.09,32.84,35.26,1.08,-1.00,0
715,9.40,2.50,16457,16890,434,Truck,1,394.85,22.28,23.08,22.80,44.33,1.98,297.79,0
716,5.05,2.02,16496,16798,303,Car,1,409.19,32.98,34.63,33.90,40.41,1.21,26.73,0
717,8.29,2.50,16505,16921,417,Truck,2,405.46,22.94,25.81,24.38,85.50,3.72,-1.00,0
718,17.08,2.50,16526,16980,455,Truck,1,406.18,21.89,22.94,22.38,45.24,1.97,534.88,0
719,4.45,1.92,16528,16830,303,Car,1,409.25,33.34,34.34,33.89,38.48,1.14,37.19,0
720,4.04,1.82,16544,16862,319,Car,1,409.52,31.41,34.60,32.20,17.80,0.51,67.46,0
721,12.33,2.50,16584,17055,472,Truck,1,407.71,21.01,22.33,21.65,41.24,1.96,125.09,0
722,4.35,2.02,16633,16862,230,Car,2,403.85,42.22,45.94,44.12,265.04,6.09,169.25,0
723,4.75,1.92,16637,16909,273,Car,2,401.00,35.82,37.86,36.88,21.22,0.56,2.84,1
724,4.75,2.02,16639,16900,262,Car,1,409.06,35.90,42.02,39.21,50.07,1.37,8.90,0
725,4.65,2.02,16649,16885,237,Car,2,408.54,42.95,43.50,43.31,28.15,0.65,64.02,0
726,13.85,2.50,16680,17169,490,Truck,1,407.14,20.36,21.45,20.82,66.60,3.11,352.81,0
727,4.45,1.92,16694,17026,333,Car,1,403.08,29.09,32.66,30.40,86.69,2.65,-1.00,0
728,5.36,2.02,16782,17094,313,Car,2,406.85,32.06,33.17,32.61,210.14,6.48,32.02,1
729,14.35,2.50,16817,17247,431,Truck,2,407.58,22.65,24.88,23.71,31.12,1.37,-1.00,0
730,4.75,1.92,16852,17282,431,Car,2,409.68,22.15,25.28,23.83,28.66,1.20,151.42,0
731,17.08,2.50,16855,17333,479,Truck,1,406.51,20.62,22.60,21.27,117.99,5.64,77.50,0
732,17.18,2.50,16917,17384,468,Truck,1,386.23,19.66,22.96,20.68,36.72,1.68,51.49,0
733,4.24,1.92,17020,17336,317,Car,1,399.47,30.90,32.25,31.58,40.64,1.27,3.59,1
734,3.94,1.82,17022,17311,290,Car,2,401.39,31.80,38.00,34.75,23.77,0.63,3.87,1
735,5.05,2.02,17034,17297,264,Car,2,410.20,34.21,41.91,39.02,-1.00,-1.00,-1.00,0
