id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
736,19.40,2.50,17074,17472,399,Truck,2,404.75,24.28,26.64,25.44,24.30,0.93,-1.00,0
737,4.24,1.92,17091,17419,329,Car,2,402.00,28.24,32.40,30.65,74.97,2.65,-1.00,1
738,4.85,2.02,17108,17525,418,Car,1,409.43,23.66,25.57,24.56,108.31,4.48,25.38,0
739,4.85,2.02,17120,17441,322,Car,2,408.56,28.05,36.44,31.84,24.09,0.69,10.98,0
740,14.25,2.50,17126,17559,434,Truck,2,407.12,22.39,24.65,23.52,37.45,1.67,-1.00,0
741,4.04,1.92,17156,17489,334,Car,2,407.60,27.99,34.07,30.61,34.95,1.24,-1.00,0
742,4.65,2.02,17185,17523,339,Car,2,410.07,27.81,33.32,30.34,29.92,1.07,-1.00,0
743,17.08,2.50,17187,17602,416,Truck,1,407.28,23.22,26.19,24.54,54.47,2.23,55.79,0
744,4.65,1.92,17223,17571,349,Car,2,409.60,28.44,31.78,29.44,38.07,1.32,147.16,0
745,6.97,2.32,17233,17489,257,Car,1,397.53,37.49,40.10,38.84,237.00,6.05,28.54,0
746,4.95,2.02,17311,17611,301,Car,1,401.00,32.07,34.76,33.43,4.57,0.14,3.78,1
747,7.38,2.73,17320,17733,414,Car,2,408.22,23.34,25.88,24.72,169.12,6.75,433.92,0
748,4.55,1.92,17325,17606,282,Car,1,409.44,34.18,38.46,36.45,143.65,3.73,-1.00,0
749,4.24,1.82,17341,17633,293,Car,1,408.97,30.50,38.25,35.04,12.42,0.38,31.64,0
750,4.85,1.82,17514,17787,274,Car,1,410.03,36.42,40.13,37.56,262.85,6.62,18.21,0
751,16.98,2.50,17519,17928,410,Truck,2,407.48,23.90,25.99,24.92,173.25,7.23,-1.00,0
752,6.67,2.32,17526,17806,281,Car,1,408.75,33.65,41.49,36.51,6.47,0.18,28.11,1
753,4.45,1.82,17575,17828,254,Car,1,410.31,38.99,42.10,40.56,65.12,1.58,13.02,0
754,4.14,1.82,17596,17908,313,Car,2,408.73,29.30,36.37,32.77,-1.00,-1.00,-1.00,0
755,16.47,2.50,17610,18018,409,Truck,2,407.56,23.91,26.10,24.99,70.83,2.96,-1.00,0
756,8.89,2.50,17635,18035,401,Truck,1,395.26,23.35,25.45,24.71,173.44,6.81,-1.00,0
757,13.74,2.50,17654,18068,415,Truck,2,407.77,23.78,25.45,24.63,30.49,1.24,-1.00,1
758,14.25,2.50,17669,18133,465,Truck,2,407.78,20.82,23.00,21.98,11.62,0.54,-1.00,0
759,2.63,1.82,17679,18046,368,Car,2,410.46,24.89,31.76,27.98,19.33,0.75,14.98,0
760,8.29,2.50,17711,18110,400,Truck,1,395.45,23.84,26.02,24.79,62.81,2.58,105.45,0
761,4.75,2.02,17717,18077,361,Car,2,408.96,24.63,31.42,28.42,33.03,1.13,112.89,0
762,4.45,2.02,17736,18118,383,Car,2,410.52,22.98,32.25,26.89,8.65,0.32,6.63,1
763,4.55,1.82,17737,18011,275,Car,1,402.89,34.74,38.29,36.78,261.68,6.83,-1.00,0
764,5.05,2.12,17740,18095,356,Car,2,401.71,24.39,32.17,28.30,17.73,0.72,56.89,0
765,4.70,1.92,17768,18150,383,Car,2,409.09,23.66,30.68,26.78,20.20,0.76,-1.00,0
766,4.55,1.82,17768,18187,420,Car,2,408.83,23.31,25.59,24.40,24.59,1.05,21.96,0
767,4.55,1.92,17782,18082,301,Car,1,409.49,32.51,35.31,34.13,64.26,1.82,-1.00,0
768,6.27,2.12,17808,18223,416,Car,2,408.40,24.03,26.02,24.61,27.58,1.12,43.45,0
769,4.65,2.02,17816,18199,384,Car,2,410.01,24.28,30.02,26.78,19.77,0.81,66.02,0
770,4.35,2.02,17830,18216,387,Car,2,408.47,24.44,28.81,26.46,8.27,0.33,15.03,0
771,8.19,2.50,17833,18226,394,Truck,1,395.31,24.33,25.90,25.15,106.38,4.25,70.66,0
772,6.77,2.63,17842,18161,320,Car,2,350.93,25.04,31.27,27.51,14.05,0.51,24.73,0
773,4.24,2.02,17847,18264,418,Car,2,408.58,23.59,26.31,24.50,34.07,1.44,376.98,0
774,3.84,1.92,17859,18135,277,Car,1,384.89,32.27,36.84,34.85,66.17,1.98,35.53,0
775,5.46,2.12,17870,18249,380,Car,2,407.92,25.46,29.02,26.92,29.02,1.12,23.58,0
776,4.35,1.92,17874,18294,421,Car,2,402.51,23.58,24.36,23.97,19.88,0.83,32.32,0
777,4.85,2.02,17898,18272,375,Car,2,400.67,25.84,28.81,26.80,18.52,0.70,14.81,0
778,4.35,1.92,17923,18341,419,Car,2,409.08,23.91,25.18,24.48,36.28,1.45,47.95,0
779,4.04,2.02,17946,18359,414,Car,2,408.79,23.99,25.51,24.75,8.91,0.36,8.69,0
780,4.75,2.02,17970,18326,357,Car,2,399.07,27.60,28.86,28.04,55.18,1.99,28.27,0
781,4.45,2.02,17993,18352,360,Car,2,409.48,27.38,31.00,28.52,13.61,0.49,8.64,0
782,4.85,2.02,18014,18401,388,Car,2,407.94,25.26,27.45,26.36,37.66,1.47,22.42,0
783,5.05,2.02,18029,18377,349,Car,2,400.21,27.02,31.10,28.77,28.80,1.02,16.60,0
784,4.24,1.92,18039,18353,315,Car,1,408.86,28.99,35.44,32.57,139.26,4.41,18.36,1
785,18.09,2.50,18076,18466,391,Truck,1,381.97,23.56,26.10,24.49,37.58,1.53,168.52,0
786,3.64,1.82,18079,18383,305,Car,1,402.35,32.11,33.80,33.10,41.24,1.27,11.68,1
787,4.65,2.02,18103,18406,304,Car,1,408.15,33.07,34.61,33.69,22.91,0.68,26.20,0
788,4.14,1.92,18128,18452,325,Car,2,408.25,30.95,32.42,31.52,84.16,2.67,22.27,0
789,16.88,2.50,18143,18558,416,Truck,1,407.44,23.43,25.22,24.56,70.20,2.93,92.41,0
790,4.85,2.02,18146,18439,294,Car,1,409.83,33.63,36.90,34.98,38.05,1.13,16.79,0
791,4.55,2.02,18175,18460,286,Car,1,409.24,33.26,38.59,35.91,23.74,0.69,15.53,0
792,4.85,2.12,18197,18480,284,Car,1,410.09,33.74,38.75,36.25,22.67,0.66,17.93,0
793,16.98,2.50,18211,18633,423,Truck,1,406.73,22.92,25.05,24.10,50.17,2.01,-1.00,0
794,4.45,2.02,18212,18525,314,Car,2,408.43,31.26,34.22,32.64,100.79,3.16,21.10,1
795,16.98,2.50,18232,18654,423,Truck,2,406.92,23.16,25.36,24.12,26.30,1.12,-1.00,0
796,4.55,1.92,18243,18568,326,Car,1,410.09,30.78,32.18,31.56,66.28,2.09,-1.00,0
797,4.45,1.92,18299,18609,311,Car,2,400.64,30.90,33.93,32.33,210.35,6.50,665.32,0
798,7.48,2.83,18331,18704,374,Car,1,409.23,25.99,28.88,27.44,66.69,2.52,18.91,0
799,3.84,1.82,18343,18656,314,Car,2,408.65,30.36,34.08,32.66,51.92,1.57,97.44,0
800,4.65,1.92,18351,18759,409,Car,2,401.10,23.30,25.74,24.59,107.64,4.34,785.48,0
801,4.85,2.02,18367,18602,236,Car,1,402.12,37.11,47.86,42.79,54.13,1.40,6.78,0
802,4.55,1.92,18367,18679,313,Car,2,407.85,29.84,34.77,32.70,23.84,0.79,47.89,0
803,4.85,2.02,18391,18712,322,Car,2,409.44,29.59,34.95,31.90,24.14,0.81,-1.00,0
804,4.55,1.92,18412,18702,291,Car,1,409.26,33.22,37.20,35.29,74.82,2.02,8.29,1
805,4.95,2.22,18420,18752,333,Car,2,408.77,28.73,33.02,30.79,28.74,1.00,-1.00,0
806,6.77,2.73,18428,18853,426,Truck,2,406.10,22.85,25.14,23.90,64.56,2.82,-1.00,0
807,4.95,2.02,18444,18781,338,Car,2,408.76,27.73,34.24,30.34,23.16,0.83,65.91,0
808,4.85,2.12,18464,18809,346,Car,2,406.54,27.82,32.78,29.48,16.33,0.58,215.41,0
809,5.05,2.02,18495,18842,348,Car,2,408.43,28.18,31.59,29.44,28.97,1.02,74.19,0
810,8.79,2.50,18495,18917,423,Truck,2,404.51,22.93,25.22,23.98,50.94,2.22,-1.00,0
811,4.65,1.92,18512,18856,345,Car,1,407.65,28.46,31.26,29.64,170.32,5.80,49.74,0
812,5.05,1.92,18516,18862,347,Car,2,409.13,28.04,32.46,29.58,16.48,0.57,23.49,0
813,4.35,2.02,18551,18890,340,Car,2,408.42,29.27,31.82,30.13,29.21,0.97,21.74,0
814,18.70,2.50,18562,18986,425,Truck,2,406.43,23.02,25.01,23.98,44.17,1.91,-1.00,0
815,4.04,1.82,18601,18929,329,Car,2,408.29,29.92,32.77,31.14,45.34,1.40,45.88,0
816,4.45,2.02,18601,19027,427,Car,2,409.09,23.26,25.35,24.02,33.12,1.42,145.93,0
817,3.84,1.82,18635,19070,436,Car,2,408.27,21.60,26.26,23.47,26.99,1.24,205.21,0
818,4.75,1.92,18644,18955,312,Car,1,404.50,30.39,35.22,32.51,118.09,3.77,26.62,0
819,4.35,1.92,18645,18967,323,Car,2,400.13,29.70,32.94,31.08,47.76,1.60,-1.00,0
820,4.35,1.92,18661,18926,266,Car,1,409.19,37.69,38.83,38.62,341.03,8.81,62.16,0
821,5.05,1.92,18670,19000,331,Car,2,408.67,29.60,32.79,30.98,26.38,0.89,-1.00,0
822,4.45,1.92,18672,19119,448,Car,2,409.14,20.99,25.07,22.89,27.95,1.33,-1.00,0
823,4.55,1.92,18678,18943,266,Car,1,407.79,37.74,39.71,38.49,18.58,0.48,18.15,0
824,16.88,2.50,18695,19080,386,Truck,1,385.76,23.97,26.19,25.06,17.76,0.72,-1.00,0
825,4.35,2.02,18696,19020,325,Car,2,402.64,30.22,32.78,31.08,25.75,0.82,81.31,0
826,14.45,2.50,18704,19166,463,Truck,2,407.14,21.27,23.41,22.04,10.22,0.47,47.18,0
827,5.26,2.12,18722,18976,255,Car,1,409.55,38.90,41.68,40.33,45.81,1.16,21.89,0
828,5.36,2.22,18728,19052,325,Car,2,407.40,30.93,32.09,31.45,26.99,0.85,28.22,0
829,3.94,1.92,18738,19142,405,Car,2,409.16,21.75,30.28,25.32,15.75,0.62,4.43,1
830,5.05,1.92,18739,18997,259,Car,1,409.99,37.72,40.50,39.75,22.87,0.56,95.55,0
831,4.75,2.02,18746,19069,324,Car,2,409.62,30.66,32.22,31.72,13.54,0.43,13.97,0
832,4.55,1.92,18749,19040,292,Car,1,401.24,32.25,35.98,34.49,20.14,0.56,3.04,2
833,4.14,1.92,18769,19213,445,Car,2,408.68,21.25,24.91,23.01,23.58,1.10,37.48,0
834,4.45,1.92,18777,19098,322,Car,2,409.43,29.96,33.48,31.90,34.83,1.04,13.21,0
835,4.75,2.02,18783,19063,281,Car,1,409.07,35.58,38.74,36.55,30.94,0.86,10.46,0
836,7.28,2.22,18798,19241,444,Car,2,407.29,22.22,24.35,22.99,13.45,0.60,15.49,0
837,4.55,1.92,18829,19177,349,Car,2,409.33,28.69,31.28,29.43,38.50,1.25,12.54,0
838,4.14,2.02,18850,19196,347,Car,2,408.97,29.10,30.62,29.56,15.29,0.52,15.79,0
839,4.45,1.92,18850,19264,415,Car,2,407.83,24.03,25.17,24.64,17.80,0.73,9.61,0
840,4.65,2.12,18864,19161,298,Car,1,407.38,33.31,35.67,34.31,115.30,3.23,-1.00,0
841,3.94,1.82,18871,19216,346,Car,2,409.66,28.97,30.36,29.70,17.16,0.58,15.59,0
842,4.95,1.92,18895,19233,339,Car,2,408.44,28.74,30.98,30.22,15.61,0.53,16.83,0
843,7.78,2.50,18910,19317,408,Truck,1,405.69,23.98,25.99,24.92,26.21,1.06,159.77,0
844,6.67,2.50,18924,19266,343,Truck,1,407.13,27.68,31.46,29.77,78.60,2.50,-1.00,1
845,5.05,2.02,18929,19268,340,Car,2,409.10,28.50,31.23,30.18,35.84,1.22,17.58,0
846,4.55,1.92,18965,19295,331,Car,2,409.09,27.53,33.93,31.02,31.24,0.93,10.10,0
847,4.55,2.02,18978,19313,336,Car,2,400.98,26.62,32.90,29.94,9.32,0.35,-1.00,0
848,4.95,1.92,19002,19345,344,Car,2,406.79,26.88,33.30,29.66,19.53,0.72,37.71,0
849,5.46,2.02,19022,19324,303,Car,1,408.73,33.03,34.84,33.85,44.00,1.30,6.24,1
850,5.15,2.12,19024,19363,340,Car,2,407.89,26.15,32.70,30.10,17.63,0.55,16.04,0
851,4.75,2.12,19069,19268,200,Car,1,319.71,38.77,43.73,40.17,43.73,1.12,4.30,0
852,4.04,2.12,19087,19403,317,Car,2,380.11,26.22,34.61,30.08,35.16,1.34,59.68,0
853,5.05,2.12,19121,19452,332,Car,2,407.36,29.45,33.54,30.78,51.49,1.70,26.34,0
854,4.65,2.02,19152,19486,335,Car,2,407.42,29.83,32.25,30.51,31.02,1.02,36.96,0
855,19.91,2.50,19182,19580,399,Truck,2,404.13,24.15,26.74,25.39,303.97,12.34,504.31,0
856,4.95,2.02,19192,19508,317,Car,2,401.07,31.02,32.47,31.74,27.43,0.87,16.48,0
857,4.24,1.82,19209,19437,229,Car,1,401.14,41.49,46.57,44.01,204.69,4.67,10.32,1
858,4.75,2.12,19217,19619,403,Car,2,408.53,24.24,26.08,25.41,32.49,1.27,166.44,0
859,4.65,1.92,19219,19532,314,Car,2,408.60,29.58,34.43,32.66,14.60,0.46,9.85,0
860,4.45,1.92,19255,19540,286,Car,1,408.90,34.58,37.08,35.88,82.30,2.22,-1.00,0
861,4.45,1.92,19261,19566,306,Car,2,411.07,31.36,34.83,33.71,38.47,1.15,9.84,0
862,4.45,2.02,19296,19596,301,Car,2,409.48,32.34,35.52,34.15,38.25,1.10,24.83,0
863,3.94,1.92,19335,19685,351,Car,2,407.64,28.81,29.27,29.13,73.73,2.52,23.63,0
864,4.55,1.92,19360,19627,268,Car,2,408.65,36.89,39.35,38.28,43.53,1.11,9.38,0
865,5.05,2.02,19378,19686,309,Car,1,408.71,32.56,34.70,33.19,174.93,5.24,-1.00,0
866,6.16,2.22,19390,19696,307,Car,2,407.09,32.52,34.49,33.28,23.67,0.71,5.76,1
867,4.55,1.82,19397,19714,318,Car,1,408.70,31.02,34.92,32.24,16.07,0.49,12.56,0
868,4.24,1.92,19423,19736,314,Car,2,402.26,31.48,32.69,32.14,39.54,1.25,20.40,0
869,4.04,1.82,19461,19785,325,Car,1,409.79,30.42,33.01,31.63,81.94,2.60,81.62,1
870,17.08,2.50,19479,19910,432,Truck,1,405.15,22.41,24.57,23.51,23.33,1.02,-1.00,0
871,5.36,2.22,19485,19764,280,Car,1,409.54,34.60,38.39,36.72,19.91,0.55,5.99,0
872,4.24,2.02,19492,19802,311,Car,2,408.22,31.26,34.31,32.94,15.93,0.46,9.89,0
873,4.75,2.02,19495,19787,293,Car,2,408.83,32.58,35.93,35.02,56.67,1.69,20.99,1
874,5.46,2.22,19512,19812,301,Car,1,409.18,33.92,34.32,34.12,31.95,0.94,-1.00,0
875,4.95,1.92,19533,19853,321,Car,1,400.97,30.73,32.11,31.34,23.29,0.72,-1.00,1
876,4.95,1.92,19562,19890,329,Car,1,409.20,30.57,32.07,31.21,31.92,1.00,86.80,0
877,17.08,2.50,19572,19983,412,Truck,1,386.39,22.31,24.26,23.51,68.74,2.98,88.62,0
878,4.55,2.02,19601,19880,280,Car,2,408.37,34.54,38.12,36.61,146.79,4.07,126.78,0
879,4.24,2.02,19632,19918,287,Car,2,409.48,34.86,37.07,35.82,38.46,1.10,-1.00,0
880,14.96,2.50,19641,20051,411,Truck,2,407.29,23.87,26.11,24.85,18.58,0.73,-1.00,0
881,4.85,2.02,19669,19946,278,Car,2,400.70,34.24,38.56,36.19,46.76,1.28,96.37,1
882,4.14,1.82,19683,19960,278,Car,2,408.90,32.85,41.30,36.93,14.83,0.41,8.00,0
883,4.75,2.02,19700,19986,287,Car,2,400.69,31.94,39.00,35.05,16.46,0.51,-1.00,1
884,4.35,2.02,19704,19944,241,Car,1,408.64,38.18,46.14,42.60,80.63,2.01,8.74,0
885,4.24,2.02,19719,20015,297,Car,2,401.46,30.71,37.08,33.92,20.81,0.67,-1.00,0
886,4.95,2.02,19781,20044,264,Car,2,399.56,36.84,39.61,38.01,40.78,1.04,14.54,0
887,4.95,1.92,19831,20099,269,Car,2,406.39,35.94,40.03,37.93,68.01,1.89,-1.00,0
888,15.36,2.50,19864,20294,431,Truck,1,405.97,22.71,24.66,23.61,15.09,0.63,134.37,0
889,3.74,1.82,19887,20201,315,Car,1,394.10,29.69,32.88,31.35,300.58,9.29,-1.00,1
890,5.05,2.02,19937,20179,243,Car,1,409.19,40.51,43.77,42.29,44.44,1.03,4.00,0
891,19.10,2.50,19942,20329,388,Truck,2,383.08,23.64,25.88,24.76,275.44,11.65,-1.00,0
892,17.18,2.50,19984,20413,430,Truck,1,406.51,22.51,24.74,23.70,92.08,3.98,113.02,0
893,4.24,2.02,20051,20405,355,Car,2,407.95,27.42,30.21,28.82,64.22,2.16,16.99,0
894,4.95,1.92,20088,20363,276,Car,1,409.84,35.47,39.34,37.28,253.96,6.46,-1.00,0
895,4.85,1.92,20144,20401,258,Car,1,410.02,37.34,41.79,39.91,52.42,1.37,16.61,0
896,4.14,2.12,20199,20490,292,Car,1,408.72,34.09,35.51,35.13,87.32,2.56,-1.00,0
897,17.28,2.50,20240,20654,415,Truck,1,404.49,23.94,24.93,24.43,217.14,8.84,106.72,0
898,3.64,1.92,20245,20521,277,Car,1,407.95,36.64,37.65,36.97,41.83,1.14,20.61,0
899,4.55,1.92,20259,20526,268,Car,2,401.72,36.29,38.80,37.64,-1.00,-1.00,-1.00,0
900,4.04,1.82,20277,20550,274,Car,2,408.27,37.06,38.35,37.42,19.96,0.53,30.66,0
901,4.85,2.12,20329,20648,320,Car,2,407.54,30.92,33.53,32.00,72.11,2.28,291.81,1
902,10.21,2.50,20352,20783,432,Truck,2,403.57,22.25,24.53,23.42,22.82,0.95,-1.00,0
903,4.85,2.02,20365,20659,295,Car,1,409.39,34.37,35.31,34.83,71.09,2.01,6.47,1
904,9.60,2.12,20372,20808,437,Car,2,408.55,21.90,24.49,23.43,11.63,0.52,58.67,0
905,4.55,1.92,20431,20720,290,Car,2,401.76,32.78,36.44,34.77,34.17,1.02,3.15,2
906,5.46,2.12,20456,20727,272,Car,1,408.76,36.90,38.16,37.73,95.20,2.54,7.78,1
907,6.77,2.63,20620,21050,431,Truck,2,395.87,21.52,24.19,23.02,50.10,2.19,-1.00,0
908,4.95,1.92,20625,20976,352,Car,1,408.87,27.40,30.75,29.13,252.34,8.23,53.92,0
909,4.35,1.92,20646,20922,277,Car,2,406.85,35.23,38.40,36.87,167.53,4.50,13.21,1
910,14.86,2.50,20682,21108,427,Truck,2,408.31,21.84,25.08,23.97,28.31,1.17,19.81,0
911,3.84,1.92,20706,21131,426,Car,2,407.86,20.86,26.03,24.00,18.08,0.81,11.52,0
912,4.65,1.92,20712,21065,354,Car,1,407.75,27.85,30.55,28.90,95.09,3.28,110.43,0
913,6.27,2.22,20721,20989,269,Car,2,396.08,35.13,39.58,36.97,98.83,2.81,-1.00,0
914,4.45,1.82,20750,21179,430,Car,2,407.95,21.59,26.16,23.78,31.57,1.45,29.70,0
915,4.65,1.92,20761,21050,290,Car,1,409.12,32.53,36.85,35.41,-1.00,-1.00,-1.00,0
916,7.58,2.53,20768,21099,332,Car,1,384.45,27.93,30.29,29.03,30.48,1.08,39.96,0
917,16.88,2.50,20776,21169,394,Truck,1,384.69,23.40,25.63,24.48,14.75,0.57,-1.00,0
918,4.45,1.92,20787,21224,438,Car,2,407.41,22.04,25.83,23.32,25.10,1.11,48.23,0
919,13.64,2.50,20802,21211,410,Truck,1,405.59,23.68,25.91,24.80,5.35,0.22,12.02,0
920,4.85,2.07,20834,21274,441,Car,2,407.90,22.33,24.23,23.19,34.13,1.46,58.78,0
921,4.65,1.92,20835,21101,267,Car,2,409.25,36.97,40.09,38.50,160.96,4.19,300.47,0
922,4.65,2.32,20857,21134,278,Car,2,408.78,35.22,39.35,36.92,27.74,0.78,-1.00,0
923,5.56,1.92,20895,21181,287,Car,2,407.63,34.17,37.31,35.65,46.70,1.36,-1.00,0
924,4.35,1.92,20940,21301,362,Car,2,407.61,26.27,29.38,28.24,23.84,0.90,7.48,0
925,4.85,2.02,20989,21263,275,Car,2,407.03,36.38,37.55,37.16,118.45,3.15,91.90,0
926,16.98,2.50,21032,21449,418,Truck,1,406.69,23.35,25.46,24.39,209.42,8.44,207.06,0
927,4.35,1.82,21033,21332,300,Car,2,399.05,29.71,34.60,33.38,40.67,1.30,7.61,0
928,4.75,2.02,21067,21344,278,Car,2,408.67,36.23,37.22,36.91,110.98,3.05,4053.61,0
929,5.76,2.50,21121,21404,284,Truck,1,405.86,34.78,36.73,35.87,-1.00,-1.00,-1.00,0
930,4.24,1.92,21131,21389,259,Car,2,399.97,36.47,39.73,38.77,70.79,1.83,29.34,0
931,16.78,2.50,21131,21525,395,Truck,1,404.60,24.63,26.77,25.68,60.03,2.40,37.21,0
932,4.35,1.82,21147,21431,285,Car,1,408.66,34.72,37.51,36.00,31.02,0.86,33.39,0
933,4.55,1.92,21150,21476,327,Car,2,407.49,30.11,32.86,31.27,155.07,5.15,106.62,0
934,4.14,1.82,21168,21468,301,Car,1,407.92,32.70,35.02,34.00,27.06,0.77,-1.00,0
935,7.07,2.73,21168,21561,394,Car,1,407.72,24.82,26.56,25.94,27.65,1.10,40.88,0
936,4.65,2.02,21192,21494,303,Car,1,409.31,32.92,35.13,33.90,28.42,0.83,77.49,0
937,4.75,1.82,21205,21512,308,Car,1,409.07,32.04,35.11,33.32,12.61,0.36,-1.00,0
938,5.15,2.12,21210,21509,300,Car,2,408.08,32.71,35.81,34.14,42.13,1.18,15.99,0
939,4.75,2.02,21239,21507,269,Car,2,408.13,36.43,39.09,38.10,163.37,4.48,619.39,0
940,17.08,2.50,21424,21818,395,Truck,1,386.12,23.37,25.49,24.50,250.23,9.83,2812.34,0
941,4.55,2.02,21463,21756,294,Car,2,405.13,33.33,36.04,34.59,331.73,9.95,-1.00,1
942,4.24,1.82,21479,21818,340,Car,2,408.10,28.87,31.80,30.11,26.19,0.90,-1.00,0
943,5.15,2.02,21482,21755,274,Car,1,409.12,36.28,38.26,37.48,358.00,9.36,57.75,0
944,16.98,2.50,21484,21902,419,Truck,1,404.75,23.00,25.45,24.21,40.40,1.65,127.89,0
945,4.75,1.92,21583,21861,279,Car,1,409.97,36.28,37.97,36.88,149.35,3.94,634.67,0
946,13.74,2.50,21595,22041,447,Truck,1,405.99,21.74,23.73,22.76,101.20,4.26,-1.00,0
947,4.55,2.02,21632,21918,287,Car,1,408.47,33.65,37.67,35.73,68.90,1.85,134.06,0
948,4.95,2.12,21735,21965,231,Car,2,406.32,42.22,45.46,44.20,-1.00,-1.00,-1.00,0
949,15.97,2.50,21764,22188,425,Truck,1,406.90,22.88,25.17,24.00,119.54,5.06,60.31,0
950,4.85,1.92,21826,22101,276,Car,2,407.71,35.93,37.84,37.09,-1.00,-1.00,-1.00,0
951,4.95,2.02,21917,22230,314,Car,1,400.33,31.66,32.93,32.02,29.51,0.92,9.32,1
952,4.95,2.02,21928,22200,273,Car,1,408.73,35.42,39.56,37.58,-1.00,-1.00,-1.00,0
953,4.55,1.92,21930,22237,308,Car,2,408.12,31.72,34.94,33.25,171.25,5.21,-1.00,1
954,17.18,2.50,21938,22347,410,Truck,2,408.14,23.84,26.34,24.96,29.25,1.20,-1.00,0
955,5.05,2.12,21957,22283,327,Car,1,408.87,29.95,32.75,31.37,45.19,1.41,14.02,0
956,3.64,1.82,21964,22258,295,Car,2,399.09,32.61,35.23,33.96,32.07,0.91,63.59,1
957,4.85,2.02,21985,22309,325,Car,1,407.88,29.87,33.48,31.51,27.28,0.90,34.26,0
958,4.75,2.12,22004,22289,286,Car,2,408.29,33.64,39.04,35.83,42.45,1.16,23.65,0
959,4.75,2.02,22015,22332,318,Car,2,407.02,30.33,35.99,32.11,11.63,0.37,5.01,1
960,4.04,1.92,22026,22305,280,Car,2,401.56,35.27,37.33,36.01,21.25,0.60,11.07,0
961,4.65,2.02,22036,22335,300,Car,1,409.30,33.40,34.83,34.24,128.36,3.77,47.63,0
962,4.65,2.02,22052,22361,310,Car,2,408.06,31.95,34.41,33.03,31.33,0.92,6.89,1
963,5.26,2.02,22057,22358,302,Car,1,409.33,33.41,35.13,34.02,22.99,0.66,56.06,0
964,4.85,2.02,22082,22382,301,Car,1,408.05,32.80,35.26,34.02,26.71,0.79,38.24,0
965,5.05,2.02,22110,22408,299,Car,1,409.33,33.10,36.17,34.35,32.78,0.94,29.65,1
966,19.61,2.50,22123,22519,397,Truck,1,382.41,23.14,25.32,24.16,11.23,0.47,-1.00,0
967,5.05,2.12,22139,22424,286,Car,2,407.35,34.67,36.48,35.74,87.22,2.41,12.92,1
968,4.45,1.92,22142,22479,338,Car,1,408.23,29.34,30.96,30.30,41.44,1.38,-1.00,1
969,4.04,1.82,22197,22529,333,Car,2,407.03,29.41,32.27,30.66,77.47,2.63,55.48,0
970,8.59,2.50,22218,22510,293,Truck,2,403.00,33.01,36.49,34.52,108.53,3.20,440.69,0
971,4.55,1.92,22265,22546,282,Car,2,400.46,34.42,37.54,35.65,32.06,0.86,6.45,1
972,4.75,2.02,22292,22595,304,Car,2,408.07,32.28,34.80,33.69,31.83,0.98,35.85,0
973,19.30,2.50,22320,22715,396,Truck,1,384.56,23.36,25.35,24.35,166.46,6.84,119.04,0
974,4.14,1.92,22377,22690,314,Car,2,408.01,30.91,33.61,32.61,105.87,3.42,-1.00,0
975,4.45,2.02,22393,22701,309,Car,1,406.15,32.24,33.72,32.98,26.79,0.80,3.01,1
976,14.35,2.50,22590,22798,209,Truck,2,230.94,27.20,28.45,27.79,258.79,9.51,-1.00,0
977,12.43,2.50,22754,22798,45,Truck,1,44.90,25.35,25.69,25.55,-1.00,-1.00,-1.00,0
